cluster_id,cluster_size,ictv_lca,ictv_lca_rank,protlen_mean,plddt_mean,ptm_mean,cluster_representative,structure_representative,structure_representative_plddt,top_genbank_name,analysis,annotation,annotation_count,annotation_median_start,annotation_median_stop
16495,1,Salmon gillpox virus,Species,206.0,77.9,0.55,CF-AKR04195.1_12023_relaxed,CF-AKR04195.1_12023_relaxed,77.9,Product: transcription factor S-II (TFIIS) E4L,Pfam,Transcription factor S-II (TFIIS),1,156.0,192.0
16495,1,Salmon gillpox virus,Species,206.0,77.9,0.55,CF-AKR04195.1_12023_relaxed,CF-AKR04195.1_12023_relaxed,77.9,Product: transcription factor S-II (TFIIS) E4L,Pfam,Poxvirus DNA dependent RNA polymerase 30kDa subunit,1,25.0,147.0
16496,1,Salmon gillpox virus,Species,255.0,41.9,0.22,CF-AKR04196.1_12023_relaxed,CF-AKR04196.1_12023_relaxed,41.9,Product: hypothetical protein,Pfam,-,1,,
16497,1,Salmon gillpox virus,Species,428.0,29.3,0.2,CF-AKR04197.1_12023_relaxed,CF-AKR04197.1_12023_relaxed,29.3,Product: hypothetical protein,Pfam,-,1,,
16498,1,Salmon gillpox virus,Species,368.0,32.9,0.28,CF-AKR04199.1_12023_relaxed,CF-AKR04199.1_12023_relaxed,32.9,Product: hypothetical protein,Pfam,-,1,,
16499,1,Salmon gillpox virus,Species,274.0,34.7,0.22,CF-AKR04180.1_12023_relaxed,CF-AKR04180.1_12023_relaxed,34.7,Product: hypothetical protein,Pfam,-,1,,
16500,1,Salmon gillpox virus,Species,121.0,59.4,0.16,CF-AKR04134.1_12023_relaxed,CF-AKR04134.1_12023_relaxed,59.4,Product: hypothetical low complexity protein,Pfam,-,1,,
16501,1,Salmon gillpox virus,Species,248.0,37.0,0.37,CF-AKR04139.1_12023_relaxed,CF-AKR04139.1_12023_relaxed,37.0,Product: hypothetical protein,Pfam,-,1,,
16502,1,Salmon gillpox virus,Species,103.0,39.8,0.28,CF-AKR04140.1_12023_relaxed,CF-AKR04140.1_12023_relaxed,39.8,Product: hypothetical protein,Pfam,-,1,,
16503,1,Salmon gillpox virus,Species,439.0,32.3,0.25,CF-AKR04141.1_12023_relaxed,CF-AKR04141.1_12023_relaxed,32.3,Product: hypothetical protein,Pfam,-,1,,
16504,1,Chobar Gorge virus,Species,238.0,47.0,0.29,CF-AKP24106.1_6432_relaxed,CF-AKP24106.1_6432_relaxed,47.0,Gene: NS4; Product: NS4 protein,Pfam,-,1,,
16505,1,Alphapolyomavirus suis,Species,93.0,76.5,0.63,CF-AKQ44352.1_4413_relaxed,CF-AKQ44352.1_4413_relaxed,76.5,Gene: VP3; Product: virion protein 3,Pfam,Polyomavirus coat protein,1,44.0,89.0
16506,1,Alphapolyomavirus suis,Species,303.0,56.1,0.33,CF-AKQ44357.1_4413_relaxed,CF-AKQ44357.1_4413_relaxed,56.1,Gene: 303 TAg; Product: 303 T antigen,Pfam,-,1,,
16507,1,Alphapolyomavirus suis,Species,121.0,85.8,0.6,CF-AKQ44358.1_4413_relaxed,CF-AKQ44358.1_4413_relaxed,85.8,Gene: 121 TAg; Product: 121 T antigen,Pfam,-,1,,
16508,1,Salmon gillpox virus,Species,173.0,67.6,0.32,CF-AKR04147.1_12023_relaxed,CF-AKR04147.1_12023_relaxed,67.6,Product: hypothetical protein,Pfam,-,1,,
16509,1,Salmon gillpox virus,Species,202.0,36.5,0.33,CF-AKR04149.1_12023_relaxed,CF-AKR04149.1_12023_relaxed,36.5,Product: hypothetical protein,Pfam,-,1,,
16510,1,Salmon gillpox virus,Species,366.0,41.3,0.38,CF-AKR04150.1_12023_relaxed,CF-AKR04150.1_12023_relaxed,41.3,Product: hypothetical protein,Pfam,-,1,,
16511,1,Salmon gillpox virus,Species,110.0,52.6,0.23,CF-AKR04131.1_12023_relaxed,CF-AKR04131.1_12023_relaxed,52.6,Product: hypothetical protein,Pfam,-,1,,
16512,1,Singapore grouper iridovirus,Species,137.0,39.7,0.15,CF-AAS18073.1_11937_relaxed,CF-AAS18073.1_11937_relaxed,39.7,Product: unknown,Pfam,-,1,,
16513,1,Singapore grouper iridovirus,Species,146.0,49.1,0.22,CF-AAS18074.1_11937_relaxed,CF-AAS18074.1_11937_relaxed,49.1,Product: unknown,Pfam,-,1,,
16514,1,Singapore grouper iridovirus,Species,209.0,48.3,0.42,CF-AAS18078.1_11937_relaxed,CF-AAS18078.1_11937_relaxed,48.3,Product: unknown,Pfam,-,1,,
16515,1,Singapore grouper iridovirus,Species,80.0,77.8,0.6,CF-AAS18080.1_11937_relaxed,CF-AAS18080.1_11937_relaxed,77.8,Product: unknown,Pfam,-,1,,
16516,1,Salmon gillpox virus,Species,199.0,42.8,0.35,CF-AKR04157.1_12023_relaxed,CF-AKR04157.1_12023_relaxed,42.8,Product: hypothetical protein,Pfam,-,1,,
16517,1,Salmon gillpox virus,Species,746.0,40.8,0.22,CF-AKR04158.1_12023_relaxed,CF-AKR04158.1_12023_relaxed,40.8,Product: divergent RING-finger protein,Pfam,-,1,,
16518,1,Salmon gillpox virus,Species,290.0,43.4,0.4,CF-AKR04160.1_12023_relaxed,CF-AKR04160.1_12023_relaxed,43.4,Product: hypothetical protein,Pfam,-,1,,
16519,1,Salmon gillpox virus,Species,159.0,37.6,0.3,CF-AKR04142.1_12023_relaxed,CF-AKR04142.1_12023_relaxed,37.6,Product: hypothetical protein,Pfam,-,1,,
16520,1,Salmon gillpox virus,Species,165.0,38.0,0.3,CF-AKR04143.1_12023_relaxed,CF-AKR04143.1_12023_relaxed,38.0,Product: hypothetical protein,Pfam,-,1,,
16521,1,Salmon gillpox virus,Species,95.0,90.1,0.51,CF-AKR04144.1_12023_relaxed,CF-AKR04144.1_12023_relaxed,90.1,Product: hypothetical protein,Pfam,-,1,,
16522,1,Salmon gillpox virus,Species,91.0,67.4,0.62,CF-AKR04145.1_12023_relaxed,CF-AKR04145.1_12023_relaxed,67.4,Product: hypothetical protein,Pfam,-,1,,
16523,1,Salmon gillpox virus,Species,63.0,66.7,0.38,CF-AKR04146.1_12023_relaxed,CF-AKR04146.1_12023_relaxed,66.7,Product: hypothetical protein,Pfam,-,1,,
16524,1,Bovine nidovirus 1,Species,455.0,31.3,0.21,CF-AJW66855.1_10240_relaxed,CF-AJW66855.1_10240_relaxed,31.3,Product: glycoprotein G2,Pfam,-,1,,
16525,1,Bovine nidovirus 1,Species,88.0,52.9,0.29,CF-AJY54642.1_10240_relaxed,CF-AJY54642.1_10240_relaxed,52.9,Product: hypothetical protein; Note: ORF6,Pfam,-,1,,
16526,1,Thetapolyomavirus trepennellii,Species,762.0,72.3,0.51,CF-AJZ72666.1_4485_relaxed,CF-AJZ72666.1_4485_relaxed,72.3,Product: large T-antigen,Pfam,Polyomavirus large T antigen C-terminus,1,245.0,565.0
16527,1,Salmon gillpox virus,Species,389.0,32.5,0.24,CF-AKR04151.1_12023_relaxed,CF-AKR04151.1_12023_relaxed,32.5,Product: hypothetical protein,Pfam,-,1,,
16528,1,Salmon gillpox virus,Species,286.0,29.7,0.2,CF-AKR04152.1_12023_relaxed,CF-AKR04152.1_12023_relaxed,29.7,Product: hypothetical protein,Pfam,-,1,,
16529,1,Salmon gillpox virus,Species,230.0,38.3,0.27,CF-AKR04153.1_12023_relaxed,CF-AKR04153.1_12023_relaxed,38.3,Product: hypothetical protein,Pfam,-,1,,
16530,1,Salmon gillpox virus,Species,106.0,43.4,0.32,CF-AKR04154.1_12023_relaxed,CF-AKR04154.1_12023_relaxed,43.4,Product: hypothetical protein,Pfam,-,1,,
16531,1,Salmon gillpox virus,Species,153.0,52.5,0.24,CF-AKR04155.1_12023_relaxed,CF-AKR04155.1_12023_relaxed,52.5,Product: hypothetical protein,Pfam,-,1,,
16532,1,Infectious spleen and kidney necrosis virus,Species,44.0,59.0,0.29,CF-AAX82397.1_11902_relaxed,CF-AAX82397.1_11902_relaxed,59.0,Product: ORF88L,Pfam,-,1,,
16533,1,Infectious spleen and kidney necrosis virus,Species,68.0,61.4,0.3,CF-AAX82321.1_11902_relaxed,CF-AAX82321.1_11902_relaxed,61.4,Product: ORF12L,Pfam,-,1,,
16534,1,Singapore grouper iridovirus,Species,201.0,36.8,0.26,CF-AAS18059.1_11937_relaxed,CF-AAS18059.1_11937_relaxed,36.8,Product: unknown,Pfam,-,1,,
16535,1,Singapore grouper iridovirus,Species,192.0,32.7,0.11,CF-AAS18068.1_11937_relaxed,CF-AAS18068.1_11937_relaxed,32.7,Product: unknown,Pfam,-,1,,
16536,1,African swine fever virus,Species,188.0,66.6,0.44,CF-AJZ77135.1_11968_relaxed,CF-AJZ77135.1_11968_relaxed,66.6,Product: MGF 110-13L,Pfam,Viral family 110,1,98.0,185.0
16537,1,Frog virus 3,Species,207.0,58.9,0.59,CF-AJR29253.1_11928_relaxed,CF-AJR29253.1_11928_relaxed,58.9,Product: hypothetical protein,Pfam,Protein of unknown function (DUF2888),1,64.0,207.0
16538,1,Bovine nidovirus 1,Species,562.0,40.3,0.23,CF-AJW66852.1_10240_relaxed,CF-AJW66852.1_10240_relaxed,40.3,Product: S,Pfam,-,1,,
16539,1,Bovine nidovirus 1,Species,178.0,47.9,0.23,CF-AJW66854.1_10240_relaxed,CF-AJW66854.1_10240_relaxed,47.9,Product: N,Pfam,-,1,,
16540,1,Invertebrate iridescent virus 3,Species,599.0,66.3,0.54,CF-ABF82076.1_11944_relaxed,CF-ABF82076.1_11944_relaxed,66.3,Product: hypothetical protein; Note: similar to CIV229L deposited in GenBank Accession Number AF303741,Pfam,-,1,,
16541,1,Invertebrate iridescent virus 3,Species,282.0,60.3,0.35,CF-ABF82081.1_11944_relaxed,CF-ABF82081.1_11944_relaxed,60.3,Product: hypothetical protein; Note: similar to CIV213R deposited in GenBank Accession Number AF303741,Pfam,-,1,,
16542,1,Invertebrate iridescent virus 3,Species,232.0,30.8,0.19,CF-ABF82092.1_11944_relaxed,CF-ABF82092.1_11944_relaxed,30.8,Product: hypothetical protein; Note: similar to ATV hypothetical protein desposited in GenBank Accesion Number AY150217; repetitive protein,Pfam,-,1,,
16543,1,Invertebrate iridescent virus 3,Species,280.0,77.1,0.72,CF-ABF82094.1_11944_relaxed,CF-ABF82094.1_11944_relaxed,77.1,Product: hypothetical protein,Pfam,-,1,,
16544,1,Invertebrate iridescent virus 3,Species,834.0,62.9,0.4,CF-ABF82104.1_11944_relaxed,CF-ABF82104.1_11944_relaxed,62.9,Product: hypothetical protein; Note: similar to CIV268L deposited in GenBank Accession Number AF303741,Pfam,-,1,,
16545,1,Invertebrate iridescent virus 3,Species,158.0,82.5,0.66,CF-ABF82105.1_11944_relaxed,CF-ABF82105.1_11944_relaxed,82.5,Product: hypothetical protein; Note: similar to Debaryomyces plasmid protein deposited in GenBank Accession Number AJ01112;4 DNA pol III box,Pfam,-,1,,
16546,1,Invertebrate iridescent virus 3,Species,147.0,71.2,0.67,CF-ABF82107.1_11944_relaxed,CF-ABF82107.1_11944_relaxed,71.2,Product: hypothetical protein,Pfam,-,1,,
16547,1,Invertebrate iridescent virus 3,Species,142.0,67.6,0.62,CF-ABF82045.1_11944_relaxed,CF-ABF82045.1_11944_relaxed,67.6,Product: hypothetical protein; Note: similar to IV22 hypothetical 15.9 kDa P25097,Pfam,-,1,,
16548,1,Alphabaculovirus chrychalcites,Species,60.0,61.2,0.3,CF-AAY83940.1_12339_relaxed,CF-AAY83940.1_12339_relaxed,61.2,Gene: ORF-9; Product: ORF-9 peptide,Pfam,-,1,,
16549,1,Alphabaculovirus chrychalcites,Species,280.0,45.2,0.38,CF-AAY83967.1_12339_relaxed,CF-AAY83967.1_12339_relaxed,45.2,Gene: ORF-36; Product: ORF-36 peptide,Pfam,-,1,,
16550,1,Jeilongvirus queenslandense,Species,258.0,57.6,0.22,CF-AAX86033.1_8821_relaxed,CF-AAX86033.1_8821_relaxed,57.6,Gene: TM; Product: transmembrane protein,Pfam,-,1,,
16551,1,Upsilonpapillomavirus 2,Species,113.0,42.2,0.23,CF-AAY32856.1_4814_relaxed,CF-AAY32856.1_4814_relaxed,42.2,Product: E4,Pfam,-,1,,
16552,1,Upsilonpapillomavirus 2,Species,103.0,72.5,0.46,CF-AAY32857.1_4814_relaxed,CF-AAY32857.1_4814_relaxed,72.5,Product: E5,Pfam,-,1,,
16553,1,Infectious spleen and kidney necrosis virus,Species,45.0,65.7,0.27,CF-AAX82413.1_11902_relaxed,CF-AAX82413.1_11902_relaxed,65.7,Product: ORF104L,Pfam,-,1,,
16554,1,Infectious spleen and kidney necrosis virus,Species,206.0,90.9,0.71,CF-AAX82417.1_11902_relaxed,CF-AAX82417.1_11902_relaxed,90.9,Product: tumor necrosis factor type 2 receptor associated protein,Pfam,"TRAF/meprin, MATH domain",1,83.0,200.0
16555,1,Jeilongvirus queenslandense,Species,69.0,74.0,0.42,CF-AAX86032.1_8821_relaxed,CF-AAX86032.1_8821_relaxed,74.0,Gene: SH; Product: small hydrophobic protein,Pfam,-,1,,
16556,1,Alphabaculovirus chrychalcites,Species,73.0,65.3,0.48,CF-AAY83985.1_12339_relaxed,CF-AAY83985.1_12339_relaxed,65.3,Gene: ORF-54; Product: ORF-54 peptide,Pfam,-,1,,
16557,1,Alphabaculovirus chrychalcites,Species,268.0,76.3,0.45,CF-AAY84001.1_12339_relaxed,CF-AAY84001.1_12339_relaxed,76.3,Gene: ORF-70 bro-c; Product: BRO-C,Pfam,"BRO family, N-terminal domain",1,19.0,117.0
16558,1,Alphabaculovirus chrychalcites,Species,76.0,73.1,0.38,CF-AAY84002.1_12339_relaxed,CF-AAY84002.1_12339_relaxed,73.1,Gene: ORF-71; Product: ORF-71 peptide,Pfam,Baculoviridae 8.2 KDa protein,1,12.0,76.0
16559,1,Alphabaculovirus chrychalcites,Species,136.0,55.9,0.39,CF-AAY84036.1_12339_relaxed,CF-AAY84036.1_12339_relaxed,55.9,Gene: ORF-105; Product: ORF-105 peptide,Pfam,-,1,,
16560,1,Alphabaculovirus chrychalcites,Species,51.0,81.6,0.49,CF-AAY84051.1_12339_relaxed,CF-AAY84051.1_12339_relaxed,81.6,Gene: ORF-120; Product: ORF-120 peptide,Pfam,-,1,,
16561,1,Newbury 1 virus,Species,130.0,94.0,0.86,CF-AAY60849.1.1.1_10264_relaxed,CF-AAY60849.1.1.1_10264_relaxed,94.0,ATPase family associated with various cellular activities (AAA),Pfam,RNA helicase,1,2.0,97.0
16562,1,Alphabaculovirus chrychalcites,Species,176.0,31.3,0.17,CF-AAY83936.1_12339_relaxed,CF-AAY83936.1_12339_relaxed,31.3,Gene: ORF-5; Product: ORF-5 peptide,Pfam,-,1,,
16563,1,Alphabaculovirus chrychalcites,Species,480.0,40.8,0.22,CF-AAY83937.1_12339_relaxed,CF-AAY83937.1_12339_relaxed,40.8,Gene: ORF-6; Product: ORF-6 peptide,Pfam,-,1,,
16564,1,Singapore grouper iridovirus,Species,80.0,64.1,0.33,CF-AAS18081.1_11937_relaxed,CF-AAS18081.1_11937_relaxed,64.1,Product: unknown,Pfam,-,1,,
16565,1,Singapore grouper iridovirus,Species,165.0,64.6,0.28,CF-AAS18038.1_11937_relaxed,CF-AAS18038.1_11937_relaxed,64.6,Product: unknown,Pfam,-,1,,
16566,1,Singapore grouper iridovirus,Species,163.0,28.6,0.19,CF-AAS18042.1_11937_relaxed,CF-AAS18042.1_11937_relaxed,28.6,Product: unknown,Pfam,-,1,,
16567,1,Singapore grouper iridovirus,Species,41.0,72.8,0.38,CF-AAS18047.1_11937_relaxed,CF-AAS18047.1_11937_relaxed,72.8,Product: unknown,Pfam,-,1,,
16568,1,Singapore grouper iridovirus,Species,112.0,48.5,0.27,CF-AAS18049.1_11937_relaxed,CF-AAS18049.1_11937_relaxed,48.5,Product: unknown,Pfam,-,1,,
16569,1,Singapore grouper iridovirus,Species,191.0,29.4,0.12,CF-AAS18055.1_11937_relaxed,CF-AAS18055.1_11937_relaxed,29.4,Product: unknown,Pfam,-,1,,
16570,1,Singapore grouper iridovirus,Species,75.0,60.9,0.34,CF-AAS18057.1_11937_relaxed,CF-AAS18057.1_11937_relaxed,60.9,Product: unknown,Pfam,-,1,,
16571,1,Alphabaculovirus chrychalcites,Species,78.0,53.0,0.23,CF-AAY83984.1_12339_relaxed,CF-AAY83984.1_12339_relaxed,53.0,Gene: ORF-53; Product: ORF-53 peptide,Pfam,-,1,,
16572,1,Invertebrate iridescent virus 3,Species,148.0,70.2,0.59,CF-ABF82031.1_11944_relaxed,CF-ABF82031.1_11944_relaxed,70.2,Product: hypothetical protein; Note: similar to CIV395R deposited in GenBank Accession Number AF303741,Pfam,-,1,,
16573,1,Invertebrate iridescent virus 3,Species,458.0,45.8,0.4,CF-ABF82032.1_11944_relaxed,CF-ABF82032.1_11944_relaxed,45.8,Product: hypothetical protein; Note: similar to Drosophila CG4416 product deposited in GenBank Accession Number AE014298,Pfam,-,1,,
16574,1,Invertebrate iridescent virus 3,Species,156.0,30.5,0.22,CF-ABF82033.1_11944_relaxed,CF-ABF82033.1_11944_relaxed,30.5,Product: hypothetical protein,Pfam,-,1,,
16575,1,Alphabaculovirus chrychalcites,Species,195.0,92.1,0.88,CF-AAY84059.1_12339_relaxed,CF-AAY84059.1_12339_relaxed,92.1,Gene: ORF-128; Product: ORF-128 peptide,Pfam,-,1,,
16576,1,Alphabaculovirus chrychalcites,Species,69.0,51.7,0.34,CF-AAY84060.1_12339_relaxed,CF-AAY84060.1_12339_relaxed,51.7,Gene: ORF-129; Product: ORF-129 peptide,Pfam,-,1,,
16577,1,Alphabaculovirus chrychalcites,Species,197.0,53.4,0.21,CF-AAY84070.1_12339_relaxed,CF-AAY84070.1_12339_relaxed,53.4,Gene: ORF-139; Product: ORF-139 peptide,Pfam,-,1,,
16578,1,Alphabaculovirus chrychalcites,Species,88.0,58.1,0.43,CF-AAY84075.1_12339_relaxed,CF-AAY84075.1_12339_relaxed,58.1,Gene: ORF-144; Product: ORF-144 peptide,Pfam,-,1,,
16579,1,Alphabaculovirus chrychalcites,Species,55.0,51.7,0.27,CF-AAY84076.1_12339_relaxed,CF-AAY84076.1_12339_relaxed,51.7,Gene: ORF-145; Product: ORF-145 peptide,Pfam,-,1,,
16580,1,Rotavirus I,Species,157.0,69.2,0.29,CF-AKA63272.1_6460_relaxed,CF-AKA63272.1_6460_relaxed,69.2,Product: NSP5,Pfam,Group B Rotavirus Non-structural protein 5,2,59.5,117.5
16581,1,Skunk mastadenovirus A,Species,267.0,53.0,0.21,CF-AKC34837.1_12285_relaxed,CF-AKC34837.1_12285_relaxed,53.0,Gene: 01; Product: E1A 28.6 kDa protein,Pfam,-,1,,
16582,1,Chenuda virus,Species,183.0,46.4,0.3,CF-AKP24094.1_6431_relaxed,CF-AKP24094.1_6431_relaxed,46.4,Gene: NS4; Product: NS4 protein,Pfam,-,1,,
16583,1,Chobar Gorge virus,Species,587.0,40.0,0.32,CF-AKP24100.1_6432_relaxed,CF-AKP24100.1_6432_relaxed,40.0,Gene: VP4; Product: outer capsid protein,Pfam,-,1,,
16584,1,Bovine rhinitis A virus,Species,93.0,73.1,0.45,CF-AKA20760.1.1.4_10342_relaxed,CF-AKA20760.1.1.4_10342_relaxed,73.1,"Picornavirus capsid protein domain_like. Picornaviruses are non-enveloped plus-strand ssRNA animal viruses with icosahedral capsids composed of 60 copies each of 4 virus encoded proteins; alignment includes picornaviridae, like poliovirus, hepatitis A...; cl13999",Pfam,Picornavirus coat protein,1,7.0,90.0
16585,1,Rotavirus I,Species,79.0,63.6,0.37,CF-AKA63267.1_6460_relaxed,CF-AKA63267.1_6460_relaxed,63.6,Product: NSP1-1,Pfam,-,1,,
16586,1,Rotavirus I,Species,390.0,50.4,0.32,CF-AKA63268.1_6460_relaxed,CF-AKA63268.1_6460_relaxed,50.4,Product: NSP1-2,Pfam,Double-stranded RNA binding motif,1,324.0,387.0
16587,1,Thetapolyomavirus trepennellii,Species,55.0,50.9,0.23,CF-AJZ72669.1_4485_relaxed,CF-AJZ72669.1_4485_relaxed,50.9,Product: Cys-pro leader peptide,Pfam,-,1,,
16588,1,Sripuvirus sripur,Species,80.0,64.6,0.3,CF-AJR28588.1_9034_relaxed,CF-AJR28588.1_9034_relaxed,64.6,Product: hypothetical protein,Pfam,-,1,,
16589,1,Sripuvirus sripur,Species,66.0,77.0,0.47,CF-AJR28589.1_9034_relaxed,CF-AJR28589.1_9034_relaxed,77.0,Product: hypothetical protein,Pfam,-,1,,
16590,1,Orthobunyavirus maprikense,Species,88.0,81.2,0.51,CF-AJD77607.1.1.3_9593_relaxed,CF-AJD77607.1.1.3_9593_relaxed,81.2,CemA family; cl03855,Pfam,"Virus, RNA-directed RNA polymerase L, thumb ring domain",1,6.0,79.0
16591,1,Alphabaculovirus chrincludentis,Species,171.0,60.9,0.25,CF-AJD80695.1_12338_relaxed,CF-AJD80695.1_12338_relaxed,60.9,Gene: ORF-5; Product: transmembrane domain,Pfam,-,1,,
16592,1,Alphabaculovirus chrincludentis,Species,59.0,71.9,0.37,CF-AJD80696.1_12338_relaxed,CF-AJD80696.1_12338_relaxed,71.9,Gene: ORF-6; Product: hypothetical protein; Note: similar to Ac152,Pfam,-,1,,
16593,1,Alphabaculovirus chrincludentis,Species,324.0,36.9,0.27,CF-AJD80697.1_12338_relaxed,CF-AJD80697.1_12338_relaxed,36.9,Gene: ORF-7; Product: hypothetical protein; Note: similar to Chch6,Pfam,-,1,,
16594,1,Alphabaculovirus chrincludentis,Species,99.0,69.9,0.27,CF-AJD80698.1_12338_relaxed,CF-AJD80698.1_12338_relaxed,69.9,Gene: ORF-8; Product: transmembrane domain,Pfam,-,1,,
16595,1,Rotavirus I,Species,219.0,62.2,0.41,CF-AKA63271.1_6460_relaxed,CF-AKA63271.1_6460_relaxed,62.2,Product: NSP4,Pfam,-,1,,
16596,1,Invertebrate iridescent virus 3,Species,171.0,60.0,0.4,CF-ABF82057.1_11944_relaxed,CF-ABF82057.1_11944_relaxed,60.0,Product: hypothetical protein; Note: similar to CIV157L deposited in GenBank Accession Number AF303741; RING finger protein,Pfam,"Zinc finger, C3HC4 type (RING finger)",1,120.0,164.0
16597,1,Invertebrate iridescent virus 3,Species,337.0,68.4,0.43,CF-ABF82058.1_11944_relaxed,CF-ABF82058.1_11944_relaxed,68.4,Product: hypothetical protein,Pfam,-,1,,
16598,1,Invertebrate iridescent virus 3,Species,144.0,72.2,0.55,CF-ABF82060.1_11944_relaxed,CF-ABF82060.1_11944_relaxed,72.2,Product: hypothetical protein; Note: similar to Arabidopsis thaliana sequence deposited in GenBank Accesion Number AY087324; thioredoxin-like protein,Pfam,-,1,,
16599,1,Invertebrate iridescent virus 3,Species,142.0,77.7,0.7,CF-ABF82061.1_11944_relaxed,CF-ABF82061.1_11944_relaxed,77.7,Product: hypothetical protein; Note: similar to CIV115R deposited in GenBank Accession Number AF303741,Pfam,Family of unknown function (DUF5844),1,38.0,142.0
16600,1,Invertebrate iridescent virus 3,Species,83.0,40.5,0.14,CF-ABF82070.1_11944_relaxed,CF-ABF82070.1_11944_relaxed,40.5,Product: hypothetical protein,Pfam,-,1,,
16601,1,Hapavirus graylodge,Species,99.0,67.6,0.53,CF-AJR28580.1_8920_relaxed,CF-AJR28580.1_8920_relaxed,67.6,Product: hypothetical protein,Pfam,-,1,,
16602,1,Sripuvirus sripur,Species,183.0,51.3,0.27,CF-AJR28586.1_9034_relaxed,CF-AJR28586.1_9034_relaxed,51.3,Product: hypothetical protein,Pfam,-,1,,
16603,1,Sripuvirus sripur,Species,99.0,57.1,0.29,CF-AJR28587.1_9034_relaxed,CF-AJR28587.1_9034_relaxed,57.1,Product: hypothetical protein,Pfam,-,1,,
16604,1,Invertebrate iridescent virus 3,Species,98.0,70.8,0.38,CF-ABF82119.1_11944_relaxed,CF-ABF82119.1_11944_relaxed,70.8,Product: hypothetical protein,Pfam,-,1,,
16605,1,Invertebrate iridescent virus 3,Species,363.0,76.7,0.76,CF-ABF82125.1_11944_relaxed,CF-ABF82125.1_11944_relaxed,76.7,Product: hypothetical protein; Note: similar to Mouse type 2 metalloprotease D86332 metalloprotease,Pfam,Matrixin,1,175.0,317.0
16606,1,Invertebrate iridescent virus 3,Species,462.0,44.3,0.16,CF-ABF82129.1_11944_relaxed,CF-ABF82129.1_11944_relaxed,44.3,Product: hypothetical protein; Note: similar to CIV329R deposited in GenBank Accession Number AF303741,Pfam,-,1,,
16607,1,Tylonycteris bat coronavirus HKU4,Species,23.0,87.6,0.26,CF-ABN10838.1.1.13_10189_relaxed,CF-ABN10838.1.1.13_10189_relaxed,87.6,Putative TM helix 1 [structural motif],Pfam,-,1,,
16608,1,Tylonycteris bat coronavirus HKU4,Species,91.0,57.0,0.3,CF-ABN10840.1_10189_relaxed,CF-ABN10840.1_10189_relaxed,57.0,Gene: NS3a; Product: hypothetical protein,Pfam,-,1,,
16609,1,Tylonycteris bat coronavirus HKU4,Species,285.0,69.5,0.62,CF-ABN10842.1_10189_relaxed,CF-ABN10842.1_10189_relaxed,69.5,Gene: NS3c; Product: hypothetical protein,Pfam,-,1,,
16610,1,Alphabaculovirus spofrugiperdae,Species,122.0,42.3,0.34,CF-ABM45839.1_12379_relaxed,CF-ABM45839.1_12379_relaxed,42.3,Product: unknown protein; Note: sf129,Pfam,-,1,,
16611,1,Alphabaculovirus spofrugiperdae,Species,105.0,84.3,0.44,CF-ABM45842.1_12379_relaxed,CF-ABM45842.1_12379_relaxed,84.3,Product: p10,Pfam,Nucleopolyhedrovirus P10 protein,1,17.0,89.0
16612,1,Invertebrate iridescent virus 3,Species,60.0,45.1,0.16,CF-ABF82133.1_11944_relaxed,CF-ABF82133.1_11944_relaxed,45.1,Product: hypothetical protein,Pfam,-,1,,
16613,1,Invertebrate iridescent virus 3,Species,262.0,61.9,0.37,CF-ABF82137.1_11944_relaxed,CF-ABF82137.1_11944_relaxed,61.9,Product: hypothetical protein; Note: similar to CIV117L deposited in GenBank Accession Number AF303741; transmembrane protein,Pfam,Family of unknown function (DUF5850),1,6.0,164.0
16614,1,Invertebrate iridescent virus 3,Species,104.0,90.4,0.8,CF-ABF82138.1_11944_relaxed,CF-ABF82138.1_11944_relaxed,90.4,"Product: hypothetical protein; Note: similar to CIV161L deposited in GenBank Accession Number AF303741; helicase, C-terminal domain",Pfam,-,1,,
16615,1,Invertebrate iridescent virus 3,Species,329.0,84.0,0.79,CF-ABF82139.1_11944_relaxed,CF-ABF82139.1_11944_relaxed,84.0,"Product: hypothetical protein; Note: similar to CIV161L deposited in GenBank Accession Number AF303741; helicase, N-terminal domain",Pfam,"Type III restriction enzyme, res subunit",1,93.0,243.0
16616,1,Invertebrate iridescent virus 3,Species,112.0,64.9,0.26,CF-ABF82142.1_11944_relaxed,CF-ABF82142.1_11944_relaxed,64.9,Product: hypothetical protein; Note: similar to CIV466R deposited in GenBank Accession Number AF303741; transmembrane protein,Pfam,-,1,,
16617,1,Invertebrate iridescent virus 3,Species,145.0,70.0,0.5,CF-ABF82144.1_11944_relaxed,CF-ABF82144.1_11944_relaxed,70.0,Product: hypothetical protein; Note: similar to Cyprinus carpio MMp deposited in GenBank Accesion Number AB057407; metalloprotease prodomain,Pfam,-,1,,
16618,1,Invertebrate iridescent virus 3,Species,162.0,81.0,0.79,CF-ABF82112.1_11944_relaxed,CF-ABF82112.1_11944_relaxed,81.0,Product: hypothetical protein,Pfam,-,1,,
16619,1,Invertebrate iridescent virus 3,Species,192.0,75.5,0.45,CF-ABF82113.1_11944_relaxed,CF-ABF82113.1_11944_relaxed,75.5,Product: hypothetical protein; Note: similar to CIV358L deposited in GenBank Accession Number AF303741,Pfam,-,1,,
